"playerID","yearID","stint","teamID","lgID","AB","HR","HRrate"
"fiskca01",1987,1,"CHA","AL",454,23,0.0506607929515418
"fiskca01",1988,1,"CHA","AL",253,19,0.075098814229249
"fiskca01",1989,1,"CHA","AL",375,13,0.0346666666666667
"fiskca01",1990,1,"CHA","AL",452,18,0.0398230088495575
"fiskca01",1991,1,"CHA","AL",460,18,0.0391304347826087
"fitzgmi02",1984,1,"NYN","NL",360,2,0.00555555555555556
"fitzgmi02",1985,1,"MON","NL",295,5,0.0169491525423729
"fitzgmi02",1986,1,"MON","NL",209,6,0.0287081339712919
"fitzgmi02",1987,1,"MON","NL",287,3,0.0104529616724739
"fitzgmi02",1989,1,"MON","NL",290,7,0.0241379310344828
"fitzgmi02",1990,1,"MON","NL",313,9,0.0287539936102236
"fitzgty01",2024,1,"SFN","NL",314,15,0.0477707006369427
"fitzgty01",2025,1,"SFN","NL",217,4,0.0184331797235023
"flahejo01",1995,1,"DET","AL",354,11,0.0310734463276836
"flahejo01",1996,2,"SDN","NL",264,9,0.0340909090909091
"flahejo01",1997,1,"SDN","NL",439,9,0.020501138952164
"flahejo01",1998,1,"TBA","AL",304,3,0.00986842105263158
"flahejo01",1999,1,"TBA","AL",446,14,0.031390134529148
"flahejo01",2000,1,"TBA","AL",394,10,0.0253807106598985
"flahejo01",2001,1,"TBA","AL",248,4,0.0161290322580645
"flahejo01",2002,1,"TBA","AL",281,4,0.0142348754448399
"flahery01",2013,1,"BAL","AL",246,10,0.040650406504065
"flahery01",2014,1,"BAL","AL",281,7,0.0249110320284698
"flahery01",2015,1,"BAL","AL",267,9,0.0337078651685393
"flannti01",1983,1,"SDN","NL",214,3,0.014018691588785
"flannti01",1985,1,"SDN","NL",384,1,0.00260416666666667
"flannti01",1986,1,"SDN","NL",368,3,0.00815217391304348
"fletcda01",1992,1,"MON","NL",222,2,0.00900900900900901
"fletcda01",1993,1,"MON","NL",396,9,0.0227272727272727
"fletcda01",1994,1,"MON","NL",285,10,0.0350877192982456
"fletcda01",1995,1,"MON","NL",350,11,0.0314285714285714
"fletcda01",1996,1,"MON","NL",394,12,0.0304568527918782
"fletcda01",1997,1,"MON","NL",310,17,0.0548387096774194
"fletcda01",1998,1,"TOR","AL",407,9,0.0221130221130221
"fletcda01",1999,1,"TOR","AL",412,18,0.0436893203883495
"fletcda01",2000,1,"TOR","AL",416,20,0.0480769230769231
"fletcda01",2001,1,"TOR","AL",416,11,0.0264423076923077
"fletcda02",2018,1,"LAA","AL",284,1,0.00352112676056338
"fletcda02",2019,1,"LAA","AL",596,6,0.0100671140939597
"fletcda02",2020,1,"LAA","AL",207,3,0.0144927536231884
"fletcda02",2021,1,"LAA","AL",626,2,0.00319488817891374
"fletcda02",2022,1,"LAA","AL",216,2,0.00925925925925926
"fletcdo01",2024,1,"CHA","AL",223,1,0.00448430493273543
"fletcsc01",1983,1,"CHA","AL",262,3,0.0114503816793893
"fletcsc01",1984,1,"CHA","AL",456,3,0.00657894736842105
"fletcsc01",1985,1,"CHA","AL",301,2,0.00664451827242525
"fletcsc01",1986,1,"TEX","AL",530,3,0.00566037735849057
"fletcsc01",1987,1,"TEX","AL",588,5,0.00850340136054422
"fletcsc01",1989,2,"CHA","AL",232,1,0.00431034482758621
"fletcsc01",1990,1,"CHA","AL",509,4,0.00785854616895874
"fletcsc01",1991,1,"CHA","AL",248,1,0.00403225806451613
"fletcsc01",1992,1,"ML4","AL",386,3,0.0077720207253886
"fletcsc01",1993,1,"BOS","AL",480,5,0.0104166666666667
"floregi01",1977,1,"CAL","AL",342,1,0.00292397660818713
"floreje02",2008,1,"WAS","NL",301,8,0.026578073089701
"floreje02",2012,1,"WAS","NL",277,6,0.0216606498194946
"florera02",2016,1,"MIL","NL",249,2,0.00803212851405623
"florewi01",2014,1,"NYN","NL",259,6,0.0231660231660232
"florewi01",2015,1,"NYN","NL",483,16,0.0331262939958592
"florewi01",2016,1,"NYN","NL",307,16,0.0521172638436482
"florewi01",2017,1,"NYN","NL",336,18,0.0535714285714286
"florewi01",2018,1,"NYN","NL",386,11,0.0284974093264249
"florewi01",2019,1,"ARI","NL",265,9,0.0339622641509434
"florewi01",2021,1,"SFN","NL",389,18,0.0462724935732648
"florewi01",2022,1,"SFN","NL",525,19,0.0361904761904762
"florewi01",2023,1,"SFN","NL",405,23,0.0567901234567901
"florewi01",2024,1,"SFN","NL",214,4,0.0186915887850467
"florewi01",2025,1,"SFN","NL",419,16,0.0381861575178998
"floripe01",2013,1,"MIN","AL",403,9,0.0223325062034739
"flowety01",2013,1,"CHA","AL",256,10,0.0390625
"flowety01",2014,1,"CHA","AL",407,15,0.0368550368550369
"flowety01",2015,1,"CHA","AL",331,9,0.027190332326284
"flowety01",2016,1,"ATL","NL",281,8,0.0284697508896797
"flowety01",2017,1,"ATL","NL",317,12,0.0378548895899054
"flowety01",2018,1,"ATL","NL",251,8,0.0318725099601594
"flowety01",2019,1,"ATL","NL",271,11,0.040590405904059
"floydcl01",1994,1,"MON","NL",334,4,0.0119760479041916
"floydcl01",1996,1,"MON","NL",227,6,0.026431718061674
"floydcl01",1998,1,"FLO","NL",588,22,0.0374149659863946
"floydcl01",1999,1,"FLO","NL",251,11,0.0438247011952191
"floydcl01",2000,1,"FLO","NL",420,22,0.0523809523809524
"floydcl01",2001,1,"FLO","NL",555,31,0.0558558558558559
"floydcl01",2002,1,"FLO","NL",296,18,0.0608108108108108
"floydcl01",2003,1,"NYN","NL",365,18,0.0493150684931507
"floydcl01",2004,1,"NYN","NL",396,18,0.0454545454545455
"floydcl01",2005,1,"NYN","NL",550,34,0.0618181818181818
"floydcl01",2006,1,"NYN","NL",332,11,0.0331325301204819
"floydcl01",2007,1,"CHN","NL",282,9,0.0319148936170213
"floydcl01",2008,1,"TBA","AL",246,11,0.0447154471544715
"flynndo01",1976,1,"CIN","NL",219,1,0.0045662100456621
"flynndo01",1979,1,"NYN","NL",555,4,0.00720720720720721
"flynndo01",1981,1,"NYN","NL",325,1,0.00307692307692308
"foleyto02",1984,1,"CIN","NL",277,5,0.0180505415162455
"foleyto02",1986,2,"MON","NL",202,1,0.00495049504950495
"foleyto02",1987,1,"MON","NL",280,5,0.0178571428571429
"foleyto02",1988,1,"MON","NL",377,5,0.013262599469496
"foleyto02",1989,1,"MON","NL",375,7,0.0186666666666667
"foliti01",1972,1,"MON","NL",540,2,0.0037037037037037
"foliti01",1973,1,"MON","NL",458,2,0.00436681222707424
"foliti01",1975,1,"MON","NL",572,1,0.00174825174825175
"foliti01",1976,1,"MON","NL",546,6,0.010989010989011
"foliti01",1977,2,"SFN","NL",368,4,0.0108695652173913
"foliti01",1978,1,"NYN","NL",413,1,0.00242130750605327
"foliti01",1979,2,"PIT","NL",525,1,0.0019047619047619
"foliti01",1980,1,"PIT","NL",495,3,0.00606060606060606
"foliti01",1982,1,"CAL","AL",480,3,0.00625
"foliti01",1983,1,"CAL","AL",330,2,0.00606060606060606
"fontemi01",2007,1,"CHN","NL",234,3,0.0128205128205128
"fontemi01",2008,1,"CHN","NL",243,9,0.037037037037037
"fontemi01",2009,1,"CHN","NL",377,9,0.0238726790450928
"fontemi01",2011,1,"SFN","NL",220,4,0.0181818181818182
"footeba01",1974,1,"MON","NL",420,11,0.0261904761904762
"footeba01",1975,1,"MON","NL",387,7,0.0180878552971576
"footeba01",1976,1,"MON","NL",350,7,0.02
"footeba01",1979,1,"CHN","NL",429,16,0.0372960372960373
"footeba01",1980,1,"CHN","NL",202,6,0.0297029702970297
"fordcu01",1986,1,"SLN","NL",214,2,0.00934579439252336
"fordcu01",1987,1,"SLN","NL",228,3,0.0131578947368421
"fordda01",1975,1,"MIN","AL",440,15,0.0340909090909091
"fordda01",1976,1,"MIN","AL",514,20,0.0389105058365759
"fordda01",1977,1,"MIN","AL",453,11,0.0242825607064018
"fordda01",1978,1,"MIN","AL",592,11,0.0185810810810811
"fordda01",1979,1,"CAL","AL",569,21,0.0369068541300527
"fordda01",1980,1,"CAL","AL",226,7,0.0309734513274336
"fordda01",1981,1,"CAL","AL",375,15,0.04
"fordda01",1982,1,"BAL","AL",421,10,0.0237529691211401
"fordda01",1983,1,"BAL","AL",407,9,0.0221130221130221
"fordle01",2004,1,"MIN","AL",569,15,0.0263620386643234
"fordle01",2005,1,"MIN","AL",522,7,0.0134099616858238
"fordle01",2006,1,"MIN","AL",234,4,0.0170940170940171
"fordmi01",2023,1,"SEA","AL",219,16,0.0730593607305936
"fordte01",1972,1,"TEX","AL",429,14,0.0326340326340326
"fordybr01",1999,1,"CHA","AL",333,9,0.027027027027027
"fordybr01",2001,1,"BAL","AL",292,5,0.0171232876712329
"fordybr01",2003,1,"BAL","AL",348,6,0.0172413793103448
"forsylo01",2012,1,"SDN","NL",315,6,0.019047619047619
"forsylo01",2013,1,"SDN","NL",220,6,0.0272727272727273
"forsylo01",2014,1,"TBA","AL",301,6,0.0199335548172757
"forsylo01",2015,1,"TBA","AL",540,17,0.0314814814814815
"forsylo01",2016,1,"TBA","AL",511,20,0.0391389432485323
"forsylo01",2017,1,"LAN","NL",361,6,0.0166204986149584
"forsylo01",2019,1,"TEX","AL",317,7,0.0220820189274448
"forteni01",2022,1,"MIA","NL",217,9,0.0414746543778802
"forteni01",2023,1,"MIA","NL",294,6,0.0204081632653061
"forteni01",2024,1,"MIA","NL",308,4,0.012987012987013
"fossera01",1970,1,"CLE","AL",450,18,0.04
"fossera01",1971,1,"CLE","AL",486,12,0.0246913580246914
"fossera01",1972,1,"CLE","AL",457,10,0.0218818380743982
"fossera01",1973,1,"OAK","AL",492,7,0.0142276422764228
"fossera01",1974,1,"OAK","AL",204,4,0.0196078431372549
"fossera01",1976,1,"CLE","AL",276,2,0.0072463768115942
"fossera01",1977,1,"CLE","AL",238,6,0.0252100840336134
"fostege01",1971,2,"CIN","NL",368,10,0.0271739130434783
"fostege01",1974,1,"CIN","NL",276,7,0.0253623188405797
"fostege01",1975,1,"CIN","NL",463,23,0.0496760259179266
"fostege01",1976,1,"CIN","NL",562,29,0.0516014234875445
"fostege01",1977,1,"CIN","NL",615,52,0.0845528455284553
"fostege01",1978,1,"CIN","NL",604,40,0.0662251655629139
"fostege01",1979,1,"CIN","NL",440,30,0.0681818181818182
"fostege01",1980,1,"CIN","NL",528,25,0.0473484848484849
"fostege01",1981,1,"CIN","NL",414,22,0.0531400966183575
"fostege01",1982,1,"NYN","NL",550,13,0.0236363636363636
"fostege01",1983,1,"NYN","NL",601,28,0.0465890183028286
"fostege01",1984,1,"NYN","NL",553,24,0.0433996383363472
"fostege01",1985,1,"NYN","NL",452,21,0.0464601769911504
"fostege01",1986,1,"NYN","NL",233,13,0.055793991416309
"fostero01",1970,1,"CLE","AL",477,23,0.0482180293501048
"fostero01",1971,1,"CLE","AL",396,18,0.0454545454545455
"fowlede01",2009,1,"COL","NL",433,4,0.0092378752886836
"fowlede01",2010,1,"COL","NL",439,6,0.0136674259681093
"fowlede01",2011,1,"COL","NL",481,5,0.0103950103950104
"fowlede01",2012,1,"COL","NL",454,13,0.0286343612334802
"fowlede01",2013,1,"COL","NL",415,12,0.0289156626506024
"fowlede01",2014,1,"HOU","AL",434,8,0.0184331797235023
"fowlede01",2015,1,"CHN","NL",596,17,0.0285234899328859
"fowlede01",2016,1,"CHN","NL",456,13,0.0285087719298246
"fowlede01",2017,1,"SLN","NL",420,18,0.0428571428571429
"fowlede01",2018,1,"SLN","NL",289,8,0.027681660899654
"fowlede01",2019,1,"SLN","NL",487,19,0.0390143737166324
"foxan01",1998,1,"ARI","NL",502,9,0.0179282868525896
"foxan01",1999,1,"ARI","NL",274,6,0.0218978102189781
"foxan01",2002,1,"FLO","NL",435,4,0.00919540229885057
"foxja02",2009,1,"CHN","NL",216,11,0.0509259259259259
"foyjo01",1970,1,"NYN","NL",322,6,0.0186335403726708
"fraleja01",2021,1,"SEA","AL",214,9,0.0420560747663551
"fraleja01",2022,1,"CIN","NL",216,12,0.0555555555555556
"fraleja01",2023,1,"CIN","NL",336,15,0.0446428571428571
"fraleja01",2024,1,"CIN","NL",350,5,0.0142857142857143
"francbe01",2008,1,"CLE","AL",447,15,0.0335570469798658
"francbe01",2009,1,"CLE","AL",308,10,0.0324675324675325
"francbe01",2011,1,"PHI","NL",250,6,0.024
"francje02",2005,1,"ATL","NL",257,14,0.0544747081712062
"francje02",2006,1,"ATL","NL",651,29,0.0445468509984639
"francje02",2007,1,"ATL","NL",642,19,0.029595015576324
"francje02",2008,1,"ATL","NL",599,11,0.0183639398998331
"francje02",2009,1,"ATL","NL",304,5,0.0164473684210526
"francje02",2009,2,"NYN","NL",289,10,0.0346020761245675
"francje02",2010,1,"NYN","NL",401,11,0.027431421446384
"francje02",2011,1,"KCA","AL",601,20,0.0332778702163062
"francje02",2012,1,"KCA","AL",561,16,0.0285204991087344
"francje02",2015,1,"PHI","NL",326,13,0.0398773006134969
"francje02",2016,1,"ATL","NL",257,7,0.0272373540856031
"francju01",1983,1,"CLE","AL",560,8,0.0142857142857143
"francju01",1984,1,"CLE","AL",658,3,0.00455927051671733
"francju01",1985,1,"CLE","AL",636,6,0.00943396226415094
"francju01",1986,1,"CLE","AL",599,10,0.01669449081803
"francju01",1987,1,"CLE","AL",495,8,0.0161616161616162
"francju01",1988,1,"CLE","AL",613,10,0.0163132137030995
"francju01",1989,1,"TEX","AL",548,13,0.0237226277372263
"francju01",1990,1,"TEX","AL",582,11,0.0189003436426117
"francju01",1991,1,"TEX","AL",589,15,0.0254668930390492
"francju01",1993,1,"TEX","AL",532,14,0.0263157894736842
"francju01",1994,1,"CHA","AL",433,20,0.046189376443418
"francju01",1996,1,"CLE","AL",432,14,0.0324074074074074
"francju01",1997,1,"CLE","AL",289,3,0.0103806228373702
"francju01",2002,1,"ATL","NL",338,6,0.0177514792899408
"francju01",2004,1,"ATL","NL",320,6,0.01875
"francju01",2005,1,"ATL","NL",233,9,0.0386266094420601
"francju02",2013,2,"MIL","NL",240,13,0.0541666666666667
"francju02",2014,1,"TOR","AL",287,16,0.0557491289198606
"francma01",2002,1,"ATL","NL",205,6,0.0292682926829268
"francma02",2015,1,"PHI","NL",304,14,0.0460526315789474
"francma02",2016,1,"PHI","NL",581,25,0.0430292598967298
"francma02",2017,1,"PHI","NL",575,24,0.0417391304347826
"francma02",2018,1,"PHI","NL",433,22,0.0508083140877598
"francma02",2019,1,"PHI","NL",389,17,0.0437017994858612
"francma02",2020,1,"KCA","AL",223,8,0.0358744394618834
"francma02",2021,1,"BAL","AL",377,11,0.0291777188328912
"francma02",2022,1,"WAS","NL",371,9,0.0242587601078167
"francte01",1983,1,"MON","NL",230,3,0.0130434782608696
"francte01",1984,1,"MON","NL",214,1,0.00467289719626168
"francte01",1985,1,"MON","NL",281,2,0.00711743772241993
"francte01",1987,1,"CIN","NL",207,3,0.0144927536231884
"francte01",1988,1,"CLE","AL",212,1,0.00471698113207547
"francte01",1989,1,"ML4","AL",233,3,0.0128755364806867
"francty01",2021,1,"SEA","AL",571,18,0.031523642732049
"francty01",2022,1,"SEA","AL",551,20,0.0362976406533575
"francty01",2023,1,"SEA","AL",587,12,0.020442930153322
"francty01",2024,1,"SEA","AL",300,8,0.0266666666666667
"francty01",2025,1,"MIN","AL",350,6,0.0171428571428571
"francwa01",2021,1,"TBA","AL",281,7,0.0249110320284698
"francwa01",2022,1,"TBA","AL",314,6,0.0191082802547771
"francwa01",2023,1,"TBA","AL",442,17,0.0384615384615385
"frandke01",2007,1,"SFN","NL",264,5,0.0189393939393939
"frandke01",2013,1,"PHI","NL",252,5,0.0198412698412698
"frandke01",2014,1,"WAS","NL",220,1,0.00454545454545455
"frankni01",2013,1,"SEA","AL",369,12,0.032520325203252
"fraziad01",2017,1,"PIT","NL",406,6,0.0147783251231527
"fraziad01",2018,1,"PIT","NL",318,10,0.0314465408805031
"fraziad01",2019,1,"PIT","NL",554,10,0.0180505415162455
"fraziad01",2020,1,"PIT","NL",209,7,0.0334928229665072
"fraziad01",2021,1,"PIT","NL",386,4,0.0103626943005181
"fraziad01",2022,1,"SEA","AL",541,3,0.0055452865064695
"fraziad01",2023,1,"BAL","AL",412,13,0.0315533980582524
"fraziad01",2024,1,"KCA","AL",262,4,0.0152671755725191
"fraziad01",2025,1,"PIT","NL",235,3,0.0127659574468085
"frazicl01",2019,1,"NYA","AL",225,12,0.0533333333333333
"frazito01",2012,1,"CIN","NL",422,19,0.0450236966824645
"frazito01",2013,1,"CIN","NL",531,19,0.0357815442561205
"frazito01",2014,1,"CIN","NL",597,29,0.0485762144053601
"frazito01",2015,1,"CIN","NL",619,35,0.0565428109854604
"frazito01",2016,1,"CHA","AL",590,40,0.0677966101694915
"frazito01",2017,1,"CHA","AL",280,16,0.0571428571428571
"frazito01",2018,1,"NYN","NL",408,18,0.0441176470588235
"frazito01",2019,1,"NYN","NL",447,21,0.0469798657718121
"freedro01",1971,1,"PHI","NL",348,6,0.0172413793103448
"freehbi01",1970,1,"DET","AL",395,16,0.040506329113924
"freehbi01",1971,1,"DET","AL",516,21,0.0406976744186047
"freehbi01",1972,1,"DET","AL",374,10,0.0267379679144385
"freehbi01",1973,1,"DET","AL",380,6,0.0157894736842105
"freehbi01",1974,1,"DET","AL",445,18,0.0404494382022472
"freehbi01",1975,1,"DET","AL",427,14,0.0327868852459016
"freehbi01",1976,1,"DET","AL",237,5,0.0210970464135021
"freelry01",2004,1,"CIN","NL",505,3,0.00594059405940594
"freelry01",2005,1,"CIN","NL",369,4,0.010840108401084
"freelry01",2006,1,"CIN","NL",454,8,0.0176211453744493
"freelry01",2007,1,"CIN","NL",277,3,0.0108303249097473
"freemfr01",2011,1,"ATL","NL",571,21,0.0367775831873905
"freemfr01",2012,1,"ATL","NL",540,23,0.0425925925925926
"freemfr01",2013,1,"ATL","NL",551,23,0.0417422867513612
"freemfr01",2014,1,"ATL","NL",607,18,0.0296540362438221
"freemfr01",2015,1,"ATL","NL",416,18,0.0432692307692308
"freemfr01",2016,1,"ATL","NL",589,34,0.0577249575551783
"freemfr01",2017,1,"ATL","NL",440,28,0.0636363636363636
"freemfr01",2018,1,"ATL","NL",618,23,0.0372168284789644
"freemfr01",2019,1,"ATL","NL",597,38,0.0636515912897822
"freemfr01",2020,1,"ATL","NL",214,13,0.0607476635514019
"freemfr01",2021,1,"ATL","NL",600,31,0.0516666666666667
"freemfr01",2022,1,"LAN","NL",612,21,0.0343137254901961
"freemfr01",2023,1,"LAN","NL",637,29,0.0455259026687598
"freemfr01",2024,1,"LAN","NL",542,22,0.040590405904059
"freemfr01",2025,1,"LAN","NL",556,24,0.0431654676258993
"freemty01",2024,1,"CLE","AL",330,7,0.0212121212121212
"freemty01",2025,1,"COL","NL",377,2,0.00530503978779841
"freesda01",2010,1,"SLN","NL",240,4,0.0166666666666667
"freesda01",2011,1,"SLN","NL",333,10,0.03003003003003
"freesda01",2012,1,"SLN","NL",501,20,0.0399201596806387
"freesda01",2013,1,"SLN","NL",462,9,0.0194805194805195
"freesda01",2014,1,"LAA","AL",462,10,0.0216450216450216
"freesda01",2015,1,"LAA","AL",424,14,0.0330188679245283
"freesda01",2016,1,"PIT","NL",437,13,0.0297482837528604
"freesda01",2017,1,"PIT","NL",426,10,0.0234741784037559
"freesda01",2018,1,"PIT","NL",241,9,0.037344398340249
"fregoji01",1970,1,"CAL","AL",601,22,0.0366056572379368
"fregoji01",1971,1,"CAL","AL",347,5,0.0144092219020173
"fregoji01",1972,1,"NYN","NL",340,5,0.0147058823529412
"fregoji01",1974,1,"TEX","AL",230,12,0.0521739130434783
"frelisa01",2024,1,"MIL","NL",475,2,0.00421052631578947
"frelisa01",2025,1,"MIL","NL",528,12,0.0227272727272727
"friaspe01",1979,1,"ATL","NL",475,1,0.00210526315789474
"friedtj01",2022,1,"CIN","NL",225,8,0.0355555555555556
"friedtj01",2023,1,"CIN","NL",488,18,0.0368852459016393
"friedtj01",2024,1,"CIN","NL",297,13,0.0437710437710438
"friedtj01",2025,1,"CIN","NL",579,14,0.0241796200345423
"frobedo01",1984,1,"PIT","NL",276,12,0.0434782608695652
"fryda01",2024,1,"CLE","AL",335,14,0.0417910447761194
"fryeje01",1995,1,"TEX","AL",313,4,0.012779552715655
"fryeje01",1996,1,"BOS","AL",419,4,0.00954653937947494
"fryeje01",1997,1,"BOS","AL",404,3,0.00742574257425743
"fryeje01",2000,1,"BOS","AL",239,1,0.00418410041841004
"frymatr01",1990,1,"DET","AL",232,9,0.0387931034482759
"frymatr01",1991,1,"DET","AL",557,21,0.0377019748653501
"frymatr01",1992,1,"DET","AL",659,20,0.0303490136570561
"frymatr01",1993,1,"DET","AL",607,22,0.0362438220757825
"frymatr01",1994,1,"DET","AL",464,18,0.0387931034482759
"frymatr01",1995,1,"DET","AL",567,15,0.0264550264550265
"frymatr01",1996,1,"DET","AL",616,22,0.0357142857142857
"frymatr01",1997,1,"DET","AL",595,22,0.0369747899159664
"frymatr01",1998,1,"CLE","AL",557,28,0.0502692998204668
"frymatr01",1999,1,"CLE","AL",322,10,0.031055900621118
"frymatr01",2000,1,"CLE","AL",574,22,0.0383275261324042
"frymatr01",2001,1,"CLE","AL",334,3,0.00898203592814371
"frymatr01",2002,1,"CLE","AL",397,11,0.0277078085642317
"fuentjo01",2021,1,"COL","NL",271,7,0.025830258302583
"fuentti01",1970,1,"SFN","NL",435,2,0.00459770114942529
"fuentti01",1971,1,"SFN","NL",630,4,0.00634920634920635
"fuentti01",1972,1,"SFN","NL",572,7,0.0122377622377622
"fuentti01",1973,1,"SFN","NL",656,6,0.00914634146341463
"fuentti01",1975,1,"SDN","NL",565,4,0.00707964601769912
"fuentti01",1976,1,"SDN","NL",520,2,0.00384615384615385
"fuentti01",1977,1,"DET","AL",615,5,0.00813008130081301
"fukudko01",2008,1,"CHN","NL",501,10,0.0199600798403194
"fukudko01",2009,1,"CHN","NL",499,11,0.0220440881763527
"fukudko01",2010,1,"CHN","NL",358,13,0.0363128491620112
"fukudko01",2011,1,"CHN","NL",293,3,0.0102389078498294
"fukudko01",2011,2,"CLE","AL",237,5,0.0210970464135021
"fuldsa01",2011,1,"TBA","AL",308,3,0.00974025974025974
"fuldsa01",2015,1,"OAK","AL",290,2,0.00689655172413793
"fullmbr01",1998,1,"MON","NL",505,13,0.0257425742574257
"fullmbr01",1999,1,"MON","NL",347,9,0.0259365994236311
"fullmbr01",2000,1,"TOR","AL",482,32,0.0663900414937759
"fullmbr01",2001,1,"TOR","AL",522,18,0.0344827586206897
"fullmbr01",2002,1,"ANA","AL",429,19,0.0442890442890443
"fullmbr01",2003,1,"ANA","AL",206,9,0.0436893203883495
"fullmbr01",2004,1,"TEX","AL",258,11,0.0426356589147287
"furcara01",2000,1,"ATL","NL",455,4,0.00879120879120879
"furcara01",2001,1,"ATL","NL",324,4,0.0123456790123457
"furcara01",2002,1,"ATL","NL",636,8,0.0125786163522013
"furcara01",2003,1,"ATL","NL",664,15,0.0225903614457831
"furcara01",2004,1,"ATL","NL",563,14,0.024866785079929
"furcara01",2005,1,"ATL","NL",616,12,0.0194805194805195
"furcara01",2006,1,"LAN","NL",654,15,0.0229357798165138
"furcara01",2007,1,"LAN","NL",581,6,0.0103270223752151
"furcara01",2009,1,"LAN","NL",613,9,0.0146818923327896
"furcara01",2010,1,"LAN","NL",383,8,0.02088772845953
"furcara01",2012,1,"SLN","NL",477,5,0.010482180293501
"gaettga01",1982,1,"MIN","AL",508,25,0.0492125984251969
"gaettga01",1983,1,"MIN","AL",584,21,0.035958904109589
"gaettga01",1984,1,"MIN","AL",588,5,0.00850340136054422
"gaettga01",1985,1,"MIN","AL",560,20,0.0357142857142857
"gaettga01",1986,1,"MIN","AL",596,34,0.0570469798657718
"gaettga01",1987,1,"MIN","AL",584,31,0.0530821917808219
"gaettga01",1988,1,"MIN","AL",468,28,0.0598290598290598
"gaettga01",1989,1,"MIN","AL",498,19,0.0381526104417671
"gaettga01",1990,1,"MIN","AL",577,16,0.0277296360485269
"gaettga01",1991,1,"CAL","AL",586,18,0.0307167235494881
"gaettga01",1992,1,"CAL","AL",456,12,0.0263157894736842
"gaettga01",1993,2,"KCA","AL",281,14,0.0498220640569395
"gaettga01",1994,1,"KCA","AL",327,12,0.036697247706422
"gaettga01",1995,1,"KCA","AL",514,35,0.0680933852140078
"gaettga01",1996,1,"SLN","NL",522,23,0.0440613026819923
"gaettga01",1997,1,"SLN","NL",502,17,0.0338645418326693
"gaettga01",1998,1,"SLN","NL",306,11,0.0359477124183007
"gaettga01",1999,1,"CHN","NL",280,9,0.0321428571428571
"gagnegr01",1985,1,"MIN","AL",293,2,0.0068259385665529
"gagnegr01",1986,1,"MIN","AL",472,12,0.0254237288135593
"gagnegr01",1987,1,"MIN","AL",437,10,0.022883295194508
"gagnegr01",1988,1,"MIN","AL",461,14,0.0303687635574837
"gagnegr01",1989,1,"MIN","AL",460,9,0.0195652173913043
"gagnegr01",1990,1,"MIN","AL",388,7,0.0180412371134021
"gagnegr01",1991,1,"MIN","AL",408,8,0.0196078431372549
"gagnegr01",1992,1,"MIN","AL",439,7,0.0159453302961276
"gagnegr01",1993,1,"KCA","AL",540,10,0.0185185185185185
"gagnegr01",1994,1,"KCA","AL",375,7,0.0186666666666667
"gagnegr01",1995,1,"KCA","AL",430,6,0.013953488372093
"gagnegr01",1996,1,"LAN","NL",428,10,0.0233644859813084
"gagnegr01",1997,1,"LAN","NL",514,9,0.0175097276264591
"galaran01",1986,1,"MON","NL",321,10,0.0311526479750779
"galaran01",1987,1,"MON","NL",551,13,0.0235934664246824
"galaran01",1988,1,"MON","NL",609,29,0.0476190476190476
"galaran01",1989,1,"MON","NL",572,23,0.0402097902097902
"galaran01",1990,1,"MON","NL",579,20,0.0345423143350604
"galaran01",1991,1,"MON","NL",375,9,0.024
"galaran01",1992,1,"SLN","NL",325,10,0.0307692307692308
"galaran01",1993,1,"COL","NL",470,22,0.0468085106382979
"galaran01",1994,1,"COL","NL",417,31,0.0743405275779376
"galaran01",1995,1,"COL","NL",554,31,0.055956678700361
"galaran01",1996,1,"COL","NL",626,47,0.0750798722044729
"galaran01",1997,1,"COL","NL",600,41,0.0683333333333333
"galaran01",1998,1,"ATL","NL",555,44,0.0792792792792793
"galaran01",2000,1,"ATL","NL",494,28,0.0566801619433198
"galaran01",2001,1,"TEX","AL",243,10,0.0411522633744856
"galaran01",2002,1,"MON","NL",292,9,0.0308219178082192
"galaran01",2003,1,"SFN","NL",272,12,0.0441176470588235
"gallaal01",1970,1,"SFN","NL",282,4,0.0141843971631206
"gallaal01",1971,1,"SFN","NL",429,5,0.0116550116550117
"gallaal01",1972,1,"SFN","NL",233,2,0.00858369098712446
"gallada01",1988,1,"CHA","AL",347,5,0.0144092219020173
"gallada01",1989,1,"CHA","AL",601,1,0.00166389351081531
"gallada01",1991,1,"CAL","AL",270,1,0.0037037037037037
"gallada01",1993,1,"NYN","NL",201,6,0.0298507462686567
"gallemi01",1988,1,"OAK","AL",277,2,0.0072202166064982
"gallemi01",1989,1,"OAK","AL",357,3,0.00840336134453781
"gallemi01",1990,1,"OAK","AL",389,3,0.0077120822622108
"gallemi01",1991,1,"OAK","AL",482,12,0.024896265560166
"gallemi01",1993,1,"NYA","AL",403,10,0.0248138957816377
"gallemi01",1994,1,"NYA","AL",306,6,0.0196078431372549
"gallojo01",2017,1,"TEX","AL",449,41,0.0913140311804009
"gallojo01",2018,1,"TEX","AL",500,40,0.08
"gallojo01",2019,1,"TEX","AL",241,22,0.0912863070539419
"gallojo01",2021,1,"TEX","AL",310,25,0.0806451612903226
"gallojo01",2022,1,"NYA","AL",233,12,0.0515021459227468
"gallojo01",2023,1,"MIN","AL",282,21,0.074468085106383
